[2,20,6]	16.308660497608695
[2,21,0]	16.22677821403352
[2,21,1]	15.650220974126398
[2,21,2]	15.971781955531997
[2,21,3]	16.018427246050564
[2,21,4]	15.996546635559415
[2,21,5]	15.270227721236331
[2,21,6]	16.746228025405426
[2,22,0]	16.71768759464083
[2,22,1]	16.12379247069198
[2,22,2]	20.630915118147644
[2,22,3]	16.422096096643987
[2,22,4]	16.185119463607258
[2,22,5]	15.260177546685412
[2,22,6]	16.880702449939637
[2,23,0]	18.32943449407098
[2,23,1]	16.808227004006255
[2,23,2]	16.471698170520728
[2,15,4]	16.470865523896045
[2,15,5]	14.797078177308704
[2,15,6]	15.989882115790968
[2,16,0]	22.538568350511028
[2,16,1]	16.943489643597193
[2,16,2]	17.706524452030916
[2,16,3]	17.259798579024594
[2,16,4]	17.875833307496016
[2,16,5]	14.637107029631117
[2,11,5]	13.183695072031565
[2,11,6]	13.08271176977261
[2,12,0]	14.997769908453913
[2,12,1]	15.262907111464882
[2,12,2]	15.541583211548616
[2,12,3]	15.09902583793313
[2,12,4]	15.880836832688512
[2,12,5]	13.713505719314016
[2,12,6]	13.832172280966946
[2,13,0]	15.604732270135754
[2,13,1]	15.932712787676158
[2,13,2]	16.2148769395918
[2,13,3]	15.625059772869646
[2,13,4]	16.410774740849213
[2,13,5]	14.139899300862302
[2,13,6]	14.482925013030295
[2,14,0]	15.586611361175994
[2,14,1]	15.765941271303385
[2,14,2]	16.373170340278403
[2,14,3]	15.786100393369496
[2,14,4]	16.988947496202492
[2,14,5]	14.70772036388087
[2,14,6]	15.385200399072861
[2,15,0]	15.391670236530699
[2,15,1]	15.523629246255473
[2,15,2]	16.32200192237618
[2,15,3]	15.689041715085226
[2,6,1]	14.334615571706625
[2,6,2]	14.626766152743274
[2,6,3]	14.3730606992803
[2,6,4]	16.161704803588957
[2,6,5]	18.59738875154175
[2,6,6]	19.43871448230955
[2,7,0]	14.546294714961263
[2,7,1]	14.159501094584352
[2,7,2]	14.010666182139671
[2,7,3]	13.693460850037347
[2,7,4]	14.512260927771678
[2,7,5]	15.756225992173158
[2,7,6]	17.07938324710507
[2,8,0]	14.44673148500568
[2,8,1]	14.405892450617582
[2,8,2]	14.147713034392273
[2,8,3]	14.061227263039125
[2,8,4]	14.740852495727522
[2,8,5]	13.672305677349097
[2,8,6]	14.501488669626617
[2,9,0]	14.665406733847941
[2,9,1]	14.759834174276968
[2,9,2]	15.115100893931388
[2,9,3]	14.581650880917394
[2,9,4]	15.184932077007648
[2,9,5]	12.91213060634641
[2,9,6]	13.063489123041766
[2,23,3]	16.647045968958565
[2,23,4]	16.582257244731444
[2,23,5]	15.483840329610894
[2,23,6]	17.635030927837857
[2,3,0]	16.376223192501584
[2,3,1]	16.94913790051438
[2,3,2]	16.262418922542164
[2,3,3]	16.240793796669294
[2,3,4]	16.418504775588087
[2,3,5]	15.585912180927224
[2,3,6]	15.569125278647707
[2,4,0]	20.064768909995603
[2,4,1]	19.57982866043727
[2,4,2]	19.68631731021813
[2,4,3]	18.939269769650778
[2,4,4]	20.26382865038921
[2,4,5]	17.111711229942276
[2,4,6]	16.763769939733102
[2,5,0]	20.80017656129277
[2,5,1]	19.456310120977342
[2,5,2]	19.8322796482925
[2,5,3]	18.77099042512239
[2,5,4]	21.049295783837138
[2,5,5]	20.540294614213064
[2,5,6]	20.245244549201875
[2,6,0]	15.861970126674143
[2,19,0]	14.99581473037761
[2,19,1]	15.207011415946166
[2,19,2]	15.4460226975044
[2,19,3]	15.385988892218027
[2,19,4]	15.602967417232572
[2,19,5]	14.126359078350452
[2,19,6]	15.165147937125301
[2,10,2]	15.584856505533999
[2,10,3]	14.898306410670742
[2,10,4]	15.51022022313328
[2,10,5]	13.235825072012817
[2,10,6]	13.06508675038142
[2,11,0]	15.017480317836219
[2,11,1]	15.13724134075408
[2,11,2]	15.593922767961606
[2,11,3]	14.97968605019974
[2,11,4]	15.812828714258838
[2,16,6]	15.989446507683809
[2,17,0]	15.78153635365692
[2,17,1]	16.018190446543645
[2,17,2]	18.947462195221092
[2,17,3]	16.17360346150954
[2,17,4]	16.885100841332324
[2,17,5]	14.564232870965586
[2,17,6]	15.631693550663897
[2,18,0]	15.211415337181714
[2,18,1]	15.453768653728519
[2,18,2]	15.685114757821733
[2,18,3]	15.424042083941375
[2,18,4]	15.889514845988725
[2,18,5]	14.063444295490903
[2,18,6]	15.117485791174719
[2,0,0]	16.70782975194769
[2,0,1]	17.435129216127955
[2,0,2]	16.225028220611758
[2,0,3]	16.20353960889045
[2,0,4]	16.750568706440024
[2,0,5]	16.07364281659266
[2,0,6]	15.375351658508054
[2,1,0]	15.836377001999274
[2,1,1]	16.760879549716677
[2,1,2]	15.514602110415263
[2,1,3]	15.593291943538523
[2,1,4]	16.192227317388788
[2,1,5]	15.367016471285094
[2,1,6]	15.080928222376627
[2,10,0]	15.261554082363084
[2,10,1]	15.555998836126724
[2,2,0]	15.688417386458037
[2,2,1]	16.041898811712574
[2,2,2]	15.231154903757574
[2,2,3]	15.604005130912055
[2,2,4]	15.282306650868748
[2,2,5]	15.293780018084687
[2,2,6]	15.15564488574621
[2,20,0]	15.483166127924003
[2,20,1]	15.249453542938886
[2,20,2]	15.58635464710276
[2,20,3]	15.419377150990686
[2,20,4]	15.53119180208766
[2,20,5]	14.807044226157151
